fid,orig_fid,OBJECTID,DAMAGE_ARE,CREATED_DA,MODIFIED_D,FEATURE_US,OBSERVATIO,REGION_ID,LABEL,HOST_CODE,HOST,HOST_GROUP,HOST_GRO_1,DCA_CODE,DCA_COMMON,DAMAGE_TYP,DAMAGE_T_1,PERCENT_AF,PERCENT__1,PERCENT_MI,PERCENT_MA,PERCENT__2,NOTES,OBSERVAT_1,COLLECTION,SNAPGRID_R,SNAPGRID_C,AREA_TYPE,ACRES,STATUS,SURVEY_YEA,LEGACY_SEV,LEGACY_S_1,LEGACY_PAT,LEGACY_P_1,LEGACY_TPA,LEGACY_NO_,LEGACY_FOR,LEGACY_F_1,GRP,OBSERVAT_2,IDS_DATA_S,DATA_SOURC,US_AREA,SHAPE_Leng,SHAPE_Area,tmean,tmax,tmin,tdmean,ppt,vpdmin,vpdmax
1,1,61,19982006349,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,1.9,1,1998,-1,No Data,-1,No data,0.52,1,9000,MIXED CONIFERS,1,83212,87,IDS LEGACY FEATURES,CONUS,313.6200058,7797.675934,6.032000065,12.46800041,-0.40200001,-3.950916767,596.6500244,1.715000033,11.79900074
2,2,69,19982004112,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-10,SINGLE,,,,POLYGON,9.9,1,1998,-1,No Data,-1,No data,1.01,10,9000,MIXED CONIFERS,1,80953,87,IDS LEGACY FEATURES,CONUS,709.9116183,40061.60285,5.18500042,12.14900017,-1.77700007,-3.624074936,437.0010071,1.207000017,11.59600067
3,3,114,19982003880,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,1.9,1,1998,-1,No Data,-1,No data,0.52,1,9000,MIXED CONIFERS,1,80720,87,IDS LEGACY FEATURES,CONUS,313.6790815,7800.616541,5.679000378,12.92500019,-1.565000057,-3.18734169,438.7290344,1.104000092,12.31800079
4,4,157,19982004223,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-10,SINGLE,,,,POLYGON,9.9,1,1998,-1,No Data,-1,No data,1.01,10,9000,MIXED CONIFERS,1,81064,87,IDS LEGACY FEATURES,CONUS,709.68594,40044.90234,4.974000454,12.0010004,-2.052000046,-4.072216511,439.8910217,1.262000084,11.56400013
5,5,180,19982004309,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-100,SINGLE,,,,POLYGON,504.9,1,1998,-1,No Data,-1,No data,0.2,101,9000,MIXED CONIFERS,1,81150,87,IDS LEGACY FEATURES,CONUS,5420.798674,2044808.492,4.277000427,10.70300007,-2.147000074,-4.762700081,454.3440247,1.400000095,10.55000019
6,6,271,19992007805,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,11-10,SINGLE,,,,POLYGON,9.9,1,1999,-1,No Data,-1,No data,1.01,10,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,174315,87,IDS LEGACY FEATURES,CONUS,710.5748631,40071.38959,5.043000221,11.3930006,-1.306000113,-5.831866741,745.8990479,1.799000144,10.88700008
7,7,279,19992005558,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-20,SINGLE,,,,POLYGON,20.9,1,1999,-1,No Data,-1,No data,0.96,20,9000,MIXED CONIFERS,1,172046,87,IDS LEGACY FEATURES,CONUS,1032.575353,84529.66141,3.683000088,10.57700062,-3.210000038,-6.01366663,509.5520325,1.27700007,10.37900066
8,8,366,19982006447,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-3,SINGLE,,,,POLYGON,1.9,1,1998,-1,No Data,-1,No data,1.56,3,9000,MIXED CONIFERS,1,83309,87,IDS LEGACY FEATURES,CONUS,313.7233406,7802.616346,5.865000248,12.36700058,-0.636000037,-4.097166538,595.125,1.673000097,11.73300076
9,9,381,19982006005,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,1.9,1,1998,-1,No Data,-1,No data,0.52,1,9000,MIXED CONIFERS,1,82860,87,IDS LEGACY FEATURES,CONUS,313.7226533,7802.584405,7.101000309,13.52100086,0.682000041,-3.547166586,579.9750366,1.91200006,12.86100101
10,10,601,19992006445,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,1.9,1,1999,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,172947,87,IDS LEGACY FEATURES,CONUS,314.3626705,7847.849136,6.381000519,12.88500023,-0.121000007,-5.464666367,630.3300171,2.041000128,12.38700104
11,11,621,19972002577,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-20,SINGLE,,,,POLYGON,5.2,1,1997,-1,No Data,-1,No data,3.88,20,9000,MIXED CONIFERS,1,21945,87,IDS LEGACY FEATURES,CONUS,530.2010666,20850.16736,3.69900012,10.20600033,-2.80700016,-4.459441662,451.1150208,1.086000085,9.714000702
12,12,752,19982003907,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,1.9,1,1998,-1,No Data,-1,No data,0.52,1,9000,MIXED CONIFERS,1,80747,87,IDS LEGACY FEATURES,CONUS,313.6290774,7798.580873,5.679000378,12.92500019,-1.565000057,-3.18734169,438.7290344,1.104000092,12.31800079
13,13,867,19972002532,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,11-20,SINGLE,,,,POLYGON,18.1,1,1997,-1,No Data,-1,No data,1.1,20,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,21901,87,IDS LEGACY FEATURES,CONUS,979.673922,73268.72434,1.606000066,8.071000099,-4.858000278,-5.686599731,672.2520142,0.813000023,8.119000435
14,14,918,19982005993,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-5,SINGLE,,,,POLYGON,5,1,1998,-1,No Data,-1,No data,1.01,5,9000,MIXED CONIFERS,1,82848,87,IDS LEGACY FEATURES,CONUS,502.4933755,20060.82657,7.101000309,13.52100086,0.682000041,-3.547166586,579.9750366,1.91200006,12.86100101
15,15,923,19972002780,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-2,SINGLE,,,,POLYGON,13.2,1,1997,-1,No Data,-1,No data,0.15,2,9000,MIXED CONIFERS,1,22148,87,IDS LEGACY FEATURES,CONUS,867.5819269,53213.20302,6.191000462,12.85100079,-0.467000008,-4.075675011,614.4920044,1.687000036,12.07800102
16,16,943,19992005785,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-2,SINGLE,,,,POLYGON,2,1,1999,-1,No Data,-1,No data,1,2,9000,MIXED CONIFERS,1,172276,87,IDS LEGACY FEATURES,CONUS,320.9285867,8155.816204,3.634000063,10.4100008,-3.142000198,-5.834433079,450.5710144,1.266000032,10.24800014
17,17,990,19992006495,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-3,SINGLE,,,,POLYGON,1.9,1,1999,-1,No Data,-1,No data,1.58,3,9000,MIXED CONIFERS,1,172998,87,IDS LEGACY FEATURES,CONUS,314.3702808,7849.127427,6.381000519,12.88500023,-0.121000007,-5.464666367,630.3300171,2.041000128,12.38700104
18,18,1055,19972003009,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,11-5,SINGLE,,,,POLYGON,25.6,1,1997,-1,No Data,-1,No data,0.2,5,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,22380,87,IDS LEGACY FEATURES,CONUS,1212.842249,103651.5188,4.440000057,11.2130003,-2.333000183,-4.683716297,626.9230347,1.237000108,10.52700043
19,19,1068,19972002928,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,Scattered MPB(total of 15),SINGLE,,,,POLYGON,8.8,1,1997,-1,No Data,-1,No data,0.34,3,9000,MIXED CONIFERS,1,22299,87,IDS LEGACY FEATURES,CONUS,720.4960384,35710.9869,5.360000134,11.77800083,-1.057000041,-4.26624155,686.118042,1.610000134,10.93600082
20,20,1090,19972002507,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-10,SINGLE,,,,POLYGON,3.5,1,1997,-1,No Data,-1,No data,2.86,10,9000,MIXED CONIFERS,1,21876,87,IDS LEGACY FEATURES,CONUS,443.6283171,14184.36511,3.844000101,10.62800026,-2.938000202,-4.451025009,526.1660156,1.012000084,10.10700035
21,21,1096,19972002514,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-10,SINGLE,,,,POLYGON,4.3,1,1997,-1,No Data,-1,No data,2.31,10,9000,MIXED CONIFERS,1,21883,87,IDS LEGACY FEATURES,CONUS,509.2511876,17526.82648,3.844000101,10.62800026,-2.938000202,-4.451025009,526.1660156,1.012000084,10.10700035
22,22,1195,19972002465,,,,,2,,746,quaking aspen,,,80001,aspen defoliation,1,Defoliation,,,,,,75(aspen decline),SINGLE,,,,POLYGON,25.5,1,1997,-1,No Data,-1,No data,-1,-1,910,Aspen,1,21835,87,IDS LEGACY FEATURES,CONUS,1416.684132,103220.7288,1.228000045,7.883000374,-5.426000118,-5.435925007,733.8240356,0.594000041,7.926000595
23,23,1219,19972002747,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-2,SINGLE,,,,POLYGON,6.5,1,1997,-1,No Data,-1,No data,0.31,2,9000,MIXED CONIFERS,1,22115,87,IDS LEGACY FEATURES,CONUS,646.2081281,26190.95355,3.994000196,10.31800079,-2.330000162,-5.081291676,730.7470093,1.347000122,9.952000618
24,24,1257,19972002511,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-10,SINGLE,,,,POLYGON,4.2,1,1997,-1,No Data,-1,No data,2.36,10,9000,MIXED CONIFERS,1,21880,87,IDS LEGACY FEATURES,CONUS,494.1959439,17111.17458,3.844000101,10.62800026,-2.938000202,-4.451025009,526.1660156,1.012000084,10.10700035
25,25,1537,19992005670,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-300,SINGLE,,,,POLYGON,613.3,1,1999,-1,No Data,-1,No data,0.49,300,9000,MIXED CONIFERS,1,172161,87,IDS LEGACY FEATURES,CONUS,7181.017464,2482096.405,5.244000435,12.10400105,-1.615000129,-5.933133125,457.7450256,1.709000111,11.81100082
26,26,1595,19972002628,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-5,SINGLE,,,,POLYGON,10,1,1997,-1,No Data,-1,No data,0.5,5,9000,MIXED CONIFERS,1,21996,87,IDS LEGACY FEATURES,CONUS,785.4336327,40563.20444,6.421000481,13.49900055,-0.655000031,-3.210166454,589.4220581,1.390000105,12.66100025
27,27,1654,19992006403,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-10,SINGLE,,,,POLYGON,9.9,1,1999,-1,No Data,-1,No data,1.01,10,9000,MIXED CONIFERS,1,172905,87,IDS LEGACY FEATURES,CONUS,711.1465064,40155.58825,6.381000519,12.88500023,-0.121000007,-5.464666367,630.3300171,2.041000128,12.38700104
28,28,1673,19972002648,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,6-50,SINGLE,,,,POLYGON,109.5,1,1997,-1,No Data,-1,No data,0.46,50,9000,MIXED CONIFERS,1,22016,87,IDS LEGACY FEATURES,CONUS,2860.671213,443069.5122,3.717000246,10.45300007,-3.018000126,-5.317358017,516.9250488,1.195000052,10.38700008
29,29,1676,19972002637,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,11(total of 25),SINGLE,,,,POLYGON,6.9,1,1997,-1,No Data,-1,No data,0.72,5,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,22005,87,IDS LEGACY FEATURES,CONUS,647.5697175,28071.33991,2.357000113,8.940000534,-4.223999977,-5.988191605,510.3490295,1.032999992,9.18200016
30,30,1913,19982005400,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-3,SINGLE,,,,POLYGON,16.7,1,1998,-1,No Data,-1,No data,0.18,3,9000,MIXED CONIFERS,1,82246,87,IDS LEGACY FEATURES,CONUS,1002.089385,67700.74771,5.924000263,12.3010006,-0.451000035,-4.145641804,524.7090454,1.686000109,11.9460001
31,31,1955,19982004339,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-2,SINGLE,,,,POLYGON,1.9,1,1998,-1,No Data,-1,No data,1.04,2,9000,MIXED CONIFERS,1,81180,87,IDS LEGACY FEATURES,CONUS,313.6220797,7797.882818,7.827000141,15.38100052,0.275000006,-1.59632504,443.0200195,1.297000051,14.64400101
32,32,2074,19982005351,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-3,SINGLE,,,,POLYGON,1.9,1,1998,-1,No Data,-1,No data,1.56,3,9000,MIXED CONIFERS,1,82197,87,IDS LEGACY FEATURES,CONUS,313.4977651,7790.879648,5.924000263,12.3010006,-0.451000035,-4.145641804,524.7090454,1.686000109,11.9460001
33,33,2081,19992008049,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-20,SINGLE,,,,POLYGON,20.1,1,1999,-1,No Data,-1,No data,1,20,9000,MIXED CONIFERS,1,174561,87,IDS LEGACY FEATURES,CONUS,1013.385787,81551.91356,6.87100029,13.93300056,-0.18900001,-5.03777504,674.9720459,1.931000113,13.11600018
34,34,2100,19992006745,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,1.9,1,1999,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,173250,87,IDS LEGACY FEATURES,CONUS,314.3667989,7849.623983,5.582000256,12.06100082,-0.896000028,-5.847516537,639.144043,1.894000053,11.69500065
35,35,2107,19972002810,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,6.8,1,1997,-1,No Data,-1,No data,0.15,1,9000,MIXED CONIFERS,1,22178,87,IDS LEGACY FEATURES,CONUS,623.4753444,27374.47431,5.351000309,11.9100008,-1.207000017,-4.31713295,637.5450439,1.503000021,11.24700069
36,36,2114,19972002549,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-50,SINGLE,,,,POLYGON,13.5,1,1997,-1,No Data,-1,No data,3.71,50,9000,MIXED CONIFERS,1,21918,87,IDS LEGACY FEATURES,CONUS,900.9127514,54508.65174,3.606000185,10.24600029,-3.033000231,-4.815116405,538.6849976,1.068000078,9.785000801
37,37,2119,19972002463,,,,,2,,746,quaking aspen,,,80001,aspen defoliation,1,Defoliation,,,,,,75(aspen decline),SINGLE,,,,POLYGON,37.3,1,1997,-1,No Data,-1,No data,-1,-1,910,Aspen,1,21833,87,IDS LEGACY FEATURES,CONUS,1571.639676,150872.7304,1.228000045,7.883000374,-5.426000118,-5.435925007,733.8240356,0.594000041,7.926000595
38,38,2125,19982004910,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,1.9,1,1998,-1,No Data,-1,No data,0.52,1,9000,MIXED CONIFERS,1,81751,87,IDS LEGACY FEATURES,CONUS,313.5858475,7795.544426,8.082000732,14.57700062,1.588000059,-2.960558176,504.3340149,2.014000177,13.71100044
39,39,2209,19982004087,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,1.9,1,1998,-1,No Data,-1,No data,0.52,1,9000,MIXED CONIFERS,1,80928,87,IDS LEGACY FEATURES,CONUS,313.6690553,7800.431972,5.270000458,12.42000103,-1.879000068,-3.677133322,441.1980286,1.177000046,11.85800076
40,40,2249,19992005738,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,2,1,1999,-1,No Data,-1,No data,0.5,1,9000,MIXED CONIFERS,1,172229,87,IDS LEGACY FEATURES,CONUS,320.6409544,8129.68934,6.389000416,13.51500034,-0.737000048,-4.553816795,456.7850342,1.526000023,12.81500053
41,41,2269,19982006803,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-50,SINGLE,,,,POLYGON,461.6,1,1998,-1,No Data,-1,No data,0.11,51,9000,MIXED CONIFERS,1,83666,87,IDS LEGACY FEATURES,CONUS,5674.751223,1869777.971,8.587000847,15.54500103,1.629000068,-2.807108164,561.1970215,2.041000128,14.89700031
42,42,2328,19992005526,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-2,SINGLE,,,,POLYGON,2,1,1999,-1,No Data,-1,No data,1,2,9000,MIXED CONIFERS,1,172014,87,IDS LEGACY FEATURES,CONUS,320.5438542,8134.901251,5.128000259,12.18800068,-1.931000113,-5.035150051,467.5910339,1.361000061,11.52000046
43,43,2330,19982004155,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-5,SINGLE,,,,POLYGON,5,1,1998,-1,No Data,-1,No data,1.01,5,9000,MIXED CONIFERS,1,80996,87,IDS LEGACY FEATURES,CONUS,502.4676847,20060.68415,6.142000198,13.54700089,-1.26000011,-3.527666569,433.835022,1.269000053,13.00200081
44,44,2342,19982006248,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,1.9,1,1998,-1,No Data,-1,No data,0.52,1,9000,MIXED CONIFERS,1,83110,87,IDS LEGACY FEATURES,CONUS,313.7757211,7805.472483,6.382000446,12.74500084,0.020000001,-3.906608343,598.6370239,1.837000132,12.10100079
45,45,2481,19992005710,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,2,1,1999,-1,No Data,-1,No data,0.5,1,9000,MIXED CONIFERS,1,172201,87,IDS LEGACY FEATURES,CONUS,319.7083852,8104.004983,4.222000122,10.96700096,-2.521000147,-5.379524708,395.8280334,1.313000083,10.62800026
46,46,2492,19982004384,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-25,SINGLE,,,,POLYGON,24.8,1,1998,-1,No Data,-1,No data,1.01,25,9000,MIXED CONIFERS,1,81225,87,IDS LEGACY FEATURES,CONUS,1124.713355,100610.7276,5.34800005,12.02600098,-1.329000115,-3.70860815,398.2730103,1.325000048,11.45500088
47,47,2603,19982004359,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-6,SINGLE,,,,POLYGON,17.6,1,1998,-1,No Data,-1,No data,0.34,6,9000,MIXED CONIFERS,1,81200,87,IDS LEGACY FEATURES,CONUS,1039.622106,71251.94938,6.350000381,13.49100018,-0.790000021,-3.401849747,427.3270264,1.370000124,12.9090004
48,48,2639,19992005669,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-5,SINGLE,,,,POLYGON,5.2,1,1999,-1,No Data,-1,No data,0.96,5,9000,MIXED CONIFERS,1,172160,87,IDS LEGACY FEATURES,CONUS,513.1963991,20880.98594,5.834000111,12.99700069,-1.327000022,-5.417616367,459.5520325,1.60800004,12.53200054
49,49,2644,19972002779,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-10,SINGLE,,,,POLYGON,15.7,1,1997,-1,No Data,-1,No data,0.64,10,9000,MIXED CONIFERS,1,22147,87,IDS LEGACY FEATURES,CONUS,1079.115821,63631.8562,6.191000462,12.85100079,-0.467000008,-4.075675011,614.4920044,1.687000036,12.07800102
50,50,2648,19972002751,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-5,SINGLE,,,,POLYGON,20.7,1,1997,-1,No Data,-1,No data,0.24,5,9000,MIXED CONIFERS,1,22119,87,IDS LEGACY FEATURES,CONUS,1186.702073,83849.26174,5.334000111,11.95400047,-1.286000013,-4.410791397,637.3830566,1.487000108,11.33300018
51,51,2849,19982004421,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-20,SINGLE,,,,POLYGON,438,1,1998,-1,No Data,-1,No data,0.05,22,9000,MIXED CONIFERS,1,81262,87,IDS LEGACY FEATURES,CONUS,6620.073233,1773823.895,5.266000271,11.87500095,-1.342000008,-4.489841461,431.0190125,1.530000091,11.74400043
52,52,2902,19992007925,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,1.9,1,1999,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,174436,87,IDS LEGACY FEATURES,CONUS,314.3177085,7845.804787,5.333000183,12.32100105,-1.655000091,-5.518166542,676.8870239,1.559000015,11.65500069
53,53,2927,19992005595,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-10,SINGLE,,,,POLYGON,10.3,1,1999,-1,No Data,-1,No data,0.97,10,9000,MIXED CONIFERS,1,172084,87,IDS LEGACY FEATURES,CONUS,724.2183242,41545.07014,4.732000351,11.75000095,-2.285000086,-5.388299942,471.4420166,1.359000087,11.27900028
54,54,2961,19982006895,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,1.9,1,1998,-1,No Data,-1,No data,0.52,1,9000,MIXED CONIFERS,1,83758,87,IDS LEGACY FEATURES,CONUS,313.7104008,7802.723855,4.974000454,12.12800026,-2.178000212,-4.564024925,590.0550537,1.290000081,11.71600056
55,55,3062,19982004218,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,1.9,1,1998,-1,No Data,-1,No data,0.52,1,9000,MIXED CONIFERS,1,81059,87,IDS LEGACY FEATURES,CONUS,313.6101096,7797.491248,5.354000092,12.48200035,-1.774000049,-3.988574982,426.710022,1.299000025,11.99200058
56,56,3124,19992005612,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-20,SINGLE,,,,POLYGON,20.9,1,1999,-1,No Data,-1,No data,0.96,20,9000,MIXED CONIFERS,1,172101,87,IDS LEGACY FEATURES,CONUS,1032.16912,84527.49535,5.198000431,12.3010006,-1.904000044,-5.407966614,458.928009,1.467000127,11.77400017
57,57,3179,19982004564,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,1.9,1,1998,-1,No Data,-1,No data,0.52,1,9000,MIXED CONIFERS,1,81405,87,IDS LEGACY FEATURES,CONUS,313.7113849,7801.930089,6.411000252,13.13400078,-0.311000019,-3.869233131,519.6540527,1.664000034,12.6260004
58,58,3200,19992005555,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-3,SINGLE,,,,POLYGON,2,1,1999,-1,No Data,-1,No data,1.5,3,9000,MIXED CONIFERS,1,172043,87,IDS LEGACY FEATURES,CONUS,320.392326,8137.130676,5.411000252,12.47300053,-1.650000095,-4.840308189,459.5490112,1.374000072,11.80300045
59,59,3248,19992005735,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-5,SINGLE,,,,POLYGON,5.1,1,1999,-1,No Data,-1,No data,0.98,5,9000,MIXED CONIFERS,1,172226,87,IDS LEGACY FEATURES,CONUS,513.299055,20880.16407,6.227000237,13.21700096,-0.762000024,-4.449975014,432.855011,1.504000068,12.45800018
60,60,3278,19982004398,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-20,SINGLE,,,,POLYGON,85.1,1,1998,-1,No Data,-1,No data,0.23,20,9000,MIXED CONIFERS,1,81239,87,IDS LEGACY FEATURES,CONUS,2398.480068,344852.5231,5.956000328,12.79500103,-0.882000029,-3.336508274,400.5400085,1.343000054,12.12000084
61,61,3295,19972002942,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,6.3,1,1997,-1,No Data,-1,No data,0.16,1,9000,MIXED CONIFERS,1,22313,87,IDS LEGACY FEATURES,CONUS,626.0806407,25378.51478,4.81400013,11.0890007,-1.460000038,-4.757708073,705.934021,1.580000043,10.37200069
62,62,3340,19992005503,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-5,SINGLE,,,,POLYGON,5.1,1,1999,-1,No Data,-1,No data,0.98,5,9000,MIXED CONIFERS,1,171991,87,IDS LEGACY FEATURES,CONUS,512.5603015,20830.11288,5.007000446,12.04600048,-2.031000137,-5.121658325,481.4380188,1.359000087,11.41900063
63,63,3342,19992007070,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,1.9,1,1999,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,173575,87,IDS LEGACY FEATURES,CONUS,314.3506942,7848.763234,6.236000061,12.90600014,-0.434000015,-5.493975163,655.3100586,1.915000081,12.4470005
64,64,3367,19992005656,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,2,1,1999,-1,No Data,-1,No data,0.5,1,9000,MIXED CONIFERS,1,172147,87,IDS LEGACY FEATURES,CONUS,320.3021904,8118.497899,5.834000111,12.99700069,-1.327000022,-5.417616367,459.5520325,1.60800004,12.53200054
65,65,3389,20002005458,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,6,1,2000,-1,No Data,-1,No data,1,6,9000,MIXED CONIFERS,1,257080,87,IDS LEGACY FEATURES,CONUS,552.7824376,24227.82955,8.36400032,15.55600071,1.174000025,-3.160249949,328.3220215,2.136000156,15.87800121
66,66,3390,20002005598,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,4.9,1,2000,-1,No Data,-1,No data,1.02,5,9000,MIXED CONIFERS,1,257221,87,IDS LEGACY FEATURES,CONUS,502.2658794,19997.9444,5.22300005,11.63100052,-1.183000088,-5.942541599,486.8080139,2.053000212,12.37700081
67,67,3409,19992005713,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,2,1,1999,-1,No Data,-1,No data,0.5,1,9000,MIXED CONIFERS,1,172204,87,IDS LEGACY FEATURES,CONUS,320.4862076,8143.320217,6.389000416,13.51500034,-0.737000048,-4.553816795,456.7850342,1.526000023,12.81500053
68,68,3453,19992006942,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,1.9,1,1999,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,173447,87,IDS LEGACY FEATURES,CONUS,314.327147,7846.419613,7.93500042,14.55300045,1.316000104,-4.265708447,664.6110229,2.19900012,13.76500034
