fid,orig_fid,OBJECTID,DAMAGE_ARE,CREATED_DA,MODIFIED_D,FEATURE_US,OBSERVATIO,REGION_ID,LABEL,HOST_CODE,HOST,HOST_GROUP,HOST_GRO_1,DCA_CODE,DCA_COMMON,DAMAGE_TYP,DAMAGE_T_1,PERCENT_AF,PERCENT__1,PERCENT_MI,PERCENT_MA,PERCENT__2,NOTES,OBSERVAT_1,COLLECTION,SNAPGRID_R,SNAPGRID_C,AREA_TYPE,ACRES,STATUS,SURVEY_YEA,LEGACY_SEV,LEGACY_S_1,LEGACY_PAT,LEGACY_P_1,LEGACY_TPA,LEGACY_NO_,LEGACY_FOR,LEGACY_F_1,GRP,OBSERVAT_2,IDS_DATA_S,DATA_SOURC,US_AREA,SHAPE_Leng,SHAPE_Area,tmean,tmax,tmin,tdmean,ppt,vpdmin,vpdmax
13419,13419,329523,20082016288,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,162.4,1,2008,-1,No Data,-1,No data,0.5,81,9000,MIXED CONIFERS,1,1570104,87,IDS LEGACY FEATURES,CONUS,4247.491476,657824.8086,2.984000206,9.578000069,-3.609000206,-6.626083374,481.3980103,1.38500011,10.50900078
13420,13420,329554,20082001446,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,171.7,1,2008,-1,No Data,-1,No data,0.57,100,9000,MIXED CONIFERS,1,1553787,87,IDS LEGACY FEATURES,CONUS,3109.384587,695556.1108,4.87100029,11.25500011,-1.511000037,-6.309682846,520.3320313,1.94900012,11.93400097
13421,13421,329560,20082016029,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,4.1,1,2008,-1,No Data,-1,No data,1.22,5,9000,MIXED CONIFERS,1,1569842,87,IDS LEGACY FEATURES,CONUS,503.5974661,16733.42179,4.440000057,11.08300018,-2.201000214,-5.683757782,396.6300049,1.592000127,11.6970005
13422,13422,329571,20072049019,,,,,2,,113,limber pine,,,80003,five-needle pine decline,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,0.9,1,2007,-1,No Data,-1,No data,0.56,1,9000,MIXED CONIFERS,1,1424791,87,IDS LEGACY FEATURES,CONUS,219.7284685,3831.816838,4.494000435,10.56300068,-1.573000073,-5.750299931,639.2400513,1.762000084,11.06800079
13423,13423,329615,20082026383,,,,,2,,746,quaking aspen,,,80001,aspen defoliation,2,Mortality,,,,,,75-L,SINGLE,,,,POLYGON,18.2,1,2008,1,Low (<= 50% defol.),-1,No data,-1,-1,910,Aspen,1,1580281,87,IDS LEGACY FEATURES,CONUS,1031.13496,73580.03326,5.809000492,12.58500099,-0.964000046,-5.280874729,388.928009,1.873000145,13.22000027
13424,13424,329622,20082015669,,,,,2,,108,lodgepole pine,,,12050,Gelechiid moths/needleminers,1,Defoliation,,,,,,,SINGLE,,,,POLYGON,14.8,1,2008,1,Low (<= 50% defol.),-1,No data,-1,-1,9000,MIXED CONIFERS,1,1569470,87,IDS LEGACY FEATURES,CONUS,948.1665444,59747.98192,8.895000458,16.30900002,1.482000113,-3.232433319,377.5660095,2.31400013,16.94200134
13425,13425,329625,20082026591,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1065.6,1,2008,-1,No Data,-1,No data,10,10656,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1580492,87,IDS LEGACY FEATURES,CONUS,9945.682446,4315044.184,0.102000006,6.061000347,-5.856000423,-7.385466576,960.9560547,0.881000042,7.61400032
13426,13426,329627,20062014273,,,,,2,,122,ponderosa pine,,,11029,pine engraver,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2006,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,1254464,87,IDS LEGACY FEATURES,CONUS,314.5749557,7849.158055,5.886000156,12.13000011,-0.357000023,-6.602891445,494.1670227,2.373000145,12.81100082
13427,13427,329670,20082016125,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,149.4,1,2008,-1,No Data,-1,No data,1,149,9000,MIXED CONIFERS,1,1569940,87,IDS LEGACY FEATURES,CONUS,3913.107009,605152.4159,1.492000103,7.909000397,-4.924000263,-6.911358356,656.5500488,1.055000067,9.104000092
13428,13428,329684,20062013484,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,20.6,1,2006,-1,No Data,-1,No data,4.85,100,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1253674,87,IDS LEGACY FEATURES,CONUS,1125.019922,83305.06578,2.467000008,9.068000793,-4.133000374,-6.255258083,698.56604,1.28700006,9.793000221
13429,13429,329735,20062013573,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,34.1,1,2006,-1,No Data,-1,No data,0.29,10,9000,MIXED CONIFERS,1,1253763,87,IDS LEGACY FEATURES,CONUS,1436.016303,138054.4236,3.240000248,10.68500042,-4.203999996,-6.07089138,472.6230164,1.175000072,11.43500042
13430,13430,329760,20082015958,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,133.1,1,2008,-1,No Data,-1,No data,5,666,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1569771,87,IDS LEGACY FEATURES,CONUS,3330.089313,539005.0352,0.288000017,6.433000088,-5.856000423,-7.726791382,785.9210205,0.98300004,7.966000557
13431,13431,329795,20072039249,,,,,2,,108,lodgepole pine,,,11029,pine engraver,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.2,1,2007,-1,No Data,-1,No data,0.83,1,9000,MIXED CONIFERS,1,1414646,87,IDS LEGACY FEATURES,CONUS,275.7582144,4777.00353,3.979000092,10.26900005,-2.309000015,-6.029508114,659.1710205,1.583000064,10.65700054
13432,13432,329844,20062014378,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,5,1,2006,-1,No Data,-1,No data,1,5,9000,MIXED CONIFERS,1,1254569,87,IDS LEGACY FEATURES,CONUS,502.8120979,20090.91699,4.562000275,10.65700054,-1.533000112,-6.809808254,597.3730469,2.001000166,11.30800056
13433,13433,329904,20022007529,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,15,1,2002,-1,No Data,-1,No data,1,15,9000,MIXED CONIFERS,1,567274,87,IDS LEGACY FEATURES,CONUS,874.2183505,60743.33316,8.434000015,15.49900055,1.369000077,-3.854008198,349.8610229,2.859000206,16.15299988
13434,13434,329968,20052019423,,,,,2,,122,ponderosa pine,,,11029,pine engraver,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2005,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,1107870,87,IDS LEGACY FEATURES,CONUS,314.7284316,7870.003849,5.99600029,12.41700077,-0.424000025,-5.717583179,487.36203,2.249000072,12.96600056
13435,13435,330046,20072040005,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,2.7,1,2007,-1,No Data,-1,No data,0.37,1,9000,MIXED CONIFERS,1,1415410,87,IDS LEGACY FEATURES,CONUS,423.6523312,10800.10649,5.085000038,11.71500015,-1.54400003,-4.75211668,444.888031,1.582000017,12.11100101
13436,13436,330065,19992005544,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-5,SINGLE,,,,POLYGON,5.2,1,1999,-1,No Data,-1,No data,0.96,5,9000,MIXED CONIFERS,1,172032,87,IDS LEGACY FEATURES,CONUS,511.8851701,20785.83624,3.979000092,10.77800083,-2.819000244,-6.027307987,495.5140381,1.406000018,10.54600048
13437,13437,330067,20062013414,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,2153.5,1,2006,-1,No Data,-1,No data,10,21535,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1253603,87,IDS LEGACY FEATURES,CONUS,16742.96511,8719938.663,1.236000061,7.318000317,-4.846000195,-6.662433147,888.2640381,1.28700006,8.25
13438,13438,330077,20052019004,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2005,-1,No Data,-1,No data,0.53,1,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1107451,87,IDS LEGACY FEATURES,CONUS,314.7191849,7869.609089,0.773000062,7.498000145,-5.951000214,-7.339183331,705.434021,0.874000013,8.565999985
13439,13439,330089,20052018732,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,9.9,1,2005,-1,No Data,-1,No data,1.01,10,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1107179,87,IDS LEGACY FEATURES,CONUS,710.5122366,40131.62714,1.036000013,7.666000366,-5.593000412,-6.997874737,754.6740112,0.968000054,8.592000008
13440,13440,330110,20052018898,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2005,-1,No Data,-1,No data,0.53,1,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1107345,87,IDS LEGACY FEATURES,CONUS,314.7165889,7869.496699,3.066000223,9.736000061,-3.603000164,-6.214016438,506.756012,1.354000092,10.44300079
13441,13441,330157,20002006163,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,5,1,2000,-1,No Data,-1,No data,1,5,9000,MIXED CONIFERS,1,257800,87,IDS LEGACY FEATURES,CONUS,502.9455022,20104.63643,6.572000504,13.13600063,0.008,-4.87335825,432.5600281,2.183000088,13.47200108
13442,13442,330165,20062013805,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,314.9,1,2006,-1,No Data,-1,No data,1,315,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1253995,87,IDS LEGACY FEATURES,CONUS,4220.693255,1275221.344,0.479000032,6.907000542,-5.949000359,-8.427149773,620.651001,1.410000086,8.336000443
13443,13443,330178,20102024781,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,4130.7,1,2010,-1,No Data,-1,No data,10,41307,9000,MIXED CONIFERS,1,1981152,87,IDS LEGACY FEATURES,CONUS,28666.28006,16728622.12,2.454000235,8.869000435,-3.959000111,-6.528141499,615.6960449,1.086000085,9.872000694
13444,13444,330225,20012008557,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,9.9,1,2001,-1,No Data,-1,No data,1.01,10,9000,MIXED CONIFERS,1,404474,87,IDS LEGACY FEATURES,CONUS,710.5460559,40131.3553,6.481000423,13.50500107,-0.543000042,-4.209125042,355.8780212,1.887000084,13.75800037
13445,13445,330257,20042015943,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,5,1,2004,-1,No Data,-1,No data,1,5,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,939685,87,IDS LEGACY FEATURES,CONUS,503.0161998,20113.18999,0.256999999,6.766000271,-6.252000332,-7.055941582,978.4890747,0.754000008,7.61700058
13446,13446,330274,20052019175,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2005,-1,No Data,-1,No data,1.58,3,9000,MIXED CONIFERS,1,1107622,87,IDS LEGACY FEATURES,CONUS,314.7262062,7869.94344,6.061000347,12.61200047,-0.489000022,-5.85473299,480.2520142,2.28000021,13.4800005
13447,13447,330291,20072038231,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,18.2,1,2007,-1,No Data,-1,No data,0.55,10,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1413624,87,IDS LEGACY FEATURES,CONUS,1137.331177,73797.26078,2.73300004,8.92800045,-3.461000204,-5.954991817,632.9710083,1.173000097,9.757000923
13448,13448,330328,20052019523,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,9.9,1,2005,-1,No Data,-1,No data,1.01,10,9000,MIXED CONIFERS,1,1107971,87,IDS LEGACY FEATURES,CONUS,710.5311271,40133.0754,4.30700016,10.17700005,-1.563000083,-6.330983162,765.9730225,2.022000074,10.7850008
13449,13449,330334,20012008969,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,115.4,1,2001,-1,No Data,-1,No data,0.65,75,9000,MIXED CONIFERS,1,404889,87,IDS LEGACY FEATURES,CONUS,2713.664411,467325.3666,6.191000462,13.07900047,-0.69600004,-4.720558167,369.5260315,1.99300015,13.41100025
13450,13450,330343,20032000085,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,9.9,1,2003,-1,No Data,-1,No data,1.01,10,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,745399,87,IDS LEGACY FEATURES,CONUS,710.6572054,40131.494,3.363000154,9.715000153,-2.988000154,-6.526183128,582.6880493,1.657000065,10.5890007
13451,13451,330380,20052018753,,,,,2,,93,Engelmann spruce,,,11009,spruce beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,11.9,1,2005,-1,No Data,-1,No data,3.36,40,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1107200,87,IDS LEGACY FEATURES,CONUS,836.8849073,48092.91364,1.903000116,8.68100071,-4.873000145,-6.126149654,822.7190552,1.013000011,9.401000023
13452,13452,330439,20012008850,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,407.4,1,2001,-1,No Data,-1,No data,1.84,750,9000,MIXED CONIFERS,1,404769,87,IDS LEGACY FEATURES,CONUS,5480.952022,1649793.887,5.913000107,12.71100044,-0.883000016,-4.441957951,343.1570129,1.832000136,12.88600063
13453,13453,330446,20052019278,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2005,-1,No Data,-1,No data,1.58,3,9000,MIXED CONIFERS,1,1107725,87,IDS LEGACY FEATURES,CONUS,314.7304666,7870.117425,6.626000404,13.06300068,0.190000013,-5.189974785,459.0870361,2.364000082,13.47400093
13454,13454,330482,20032000099,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2003,-1,No Data,-1,No data,1.58,3,9000,MIXED CONIFERS,1,745413,87,IDS LEGACY FEATURES,CONUS,314.3263014,7847.495165,4.208000183,10.62500095,-2.207000017,-6.135341644,515.4890137,1.799000144,11.33300018
13455,13455,330505,20072039306,,,,,2,,122,ponderosa pine,,,11029,pine engraver,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.8,1,2007,-1,No Data,-1,No data,1.25,1,9000,MIXED CONIFERS,1,1414703,87,IDS LEGACY FEATURES,CONUS,324.588497,3238.75779,6.559000492,13.58600044,-0.467000008,-4.018174648,399.9880066,1.771000028,14.09500027
13456,13456,330512,20062013400,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,24.8,1,2006,-1,No Data,-1,No data,2.02,50,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1253589,87,IDS LEGACY FEATURES,CONUS,1124.660009,100599.1063,2.353000164,8.838000298,-4.131999969,-6.435441494,631.15802,1.374000072,9.640000343
13457,13457,330607,20072048317,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,24.7,1,2007,-1,No Data,-1,No data,2.02,50,9000,MIXED CONIFERS,1,1423957,87,IDS LEGACY FEATURES,CONUS,1123.71252,100219.1968,4.187000275,10.5170002,-2.142000198,-5.243774891,533.2880249,1.462000012,11.05500031
13458,13458,330693,20002007376,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2000,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,259028,87,IDS LEGACY FEATURES,CONUS,314.3234223,7846.320655,10.03700066,16.65400124,3.421000242,-2.932083368,449.131012,3.065000057,16.80900002
13459,13459,330724,20002005613,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2000,-1,No Data,-1,No data,1.58,3,9000,MIXED CONIFERS,1,257237,87,IDS LEGACY FEATURES,CONUS,312.9725586,7701.512598,9.159000397,15.4440012,2.875000238,-3.189233303,428.5240173,2.892000198,15.01600075
13460,13460,330732,20002005098,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2000,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,256714,87,IDS LEGACY FEATURES,CONUS,313.0071442,7703.38925,5.711000443,12.61900043,-1.196000099,-4.64054966,362.5190125,1.702000022,12.98200035
13461,13461,330762,20052018796,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,24.9,1,2005,-1,No Data,-1,No data,2.01,50,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1107243,87,IDS LEGACY FEATURES,CONUS,1125.183891,100686.5194,0.984000027,7.490000248,-5.522000313,-6.980907917,710.0040283,0.932000041,8.403000832
13462,13462,330770,20022007550,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,50.1,1,2002,-1,No Data,-1,No data,1,50,9000,MIXED CONIFERS,1,567295,87,IDS LEGACY FEATURES,CONUS,1597.361711,202846.6171,6.167000294,12.89900017,-0.562000036,-6.195866585,347.8440247,2.487000227,13.95200062
13463,13463,330803,20022006968,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,28.1,1,2002,-1,No Data,-1,No data,1.42,40,9000,MIXED CONIFERS,1,566701,87,IDS LEGACY FEATURES,CONUS,1410.601637,113702.5786,3.944000244,10.89400005,-3.005000114,-6.724575043,325.4370117,1.727000117,12.10700035
13464,13464,330828,20002007167,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2000,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,258817,87,IDS LEGACY FEATURES,CONUS,314.4036145,7850.46153,7.976000309,14.74200058,1.211000085,-4.218916416,438.4020081,2.516000032,14.97800064
13465,13465,330831,20012008904,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,50.2,1,2001,-1,No Data,-1,No data,0.6,30,9000,MIXED CONIFERS,1,404823,87,IDS LEGACY FEATURES,CONUS,1748.016209,203224.242,4.263000011,10.76300049,-2.236000061,-5.48123312,426.8950195,1.644000053,11.25200081
13466,13466,330839,20052018533,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,53.1,1,2005,-1,No Data,-1,No data,1.88,100,9000,MIXED CONIFERS,1,1106980,87,IDS LEGACY FEATURES,CONUS,2214.545201,214910.9531,3.570000172,11.51500034,-4.374000072,-5.629799843,486.5910339,0.931000054,12.22100067
13467,13467,330873,20072049444,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,53.6,1,2007,-1,No Data,-1,No data,0.93,50,9000,MIXED CONIFERS,1,1425248,87,IDS LEGACY FEATURES,CONUS,1792.998185,217020.6845,6.090000153,12.40800095,-0.227000013,-4.821116447,520.3980103,2.009000063,13.02100086
13468,13468,330920,20062013439,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,92.6,1,2006,-1,No Data,-1,No data,2.16,200,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1253628,87,IDS LEGACY FEATURES,CONUS,2468.133247,375172.2488,2.353000164,8.838000298,-4.131999969,-6.435441494,631.15802,1.374000072,9.640000343
13469,13469,330950,20082027809,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.9,1,2008,-1,No Data,-1,No data,11.1,10,9000,MIXED CONIFERS,1,1581859,87,IDS LEGACY FEATURES,CONUS,219.7253363,3831.7582,2.853000164,9.315000534,-3.608000278,-6.607241631,477.5670166,1.373000026,10.40200043
13470,13470,331119,20082027246,,,,,2,,113,limber pine,,,80003,five-needle pine decline,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,6,1,2008,-1,No Data,-1,No data,4.17,25,9000,MIXED CONIFERS,1,1581208,87,IDS LEGACY FEATURES,CONUS,578.9914449,24397.46375,1.756000042,7.748000145,-4.236000061,-7.918541431,722.3670044,1.413000107,9.129000664
13471,13471,331126,20082026895,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,6.7,1,2008,-1,No Data,-1,No data,0.75,5,9000,MIXED CONIFERS,1,1580815,87,IDS LEGACY FEATURES,CONUS,619.6694842,26936.27141,2.421000004,8.789000511,-3.945000172,-7.144441605,577.0370483,1.363000035,10.22800064
13472,13472,331149,20082015623,,,,,2,,122,ponderosa pine,,,11029,pine engraver,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.4,1,2008,-1,No Data,-1,No data,2.5,1,9000,MIXED CONIFERS,1,1569423,87,IDS LEGACY FEATURES,CONUS,174.7297978,1540.883464,6.210000515,13.05600071,-0.63500005,-5.23985815,425.1930237,2.042999983,13.62100029
13473,13473,331150,20082026746,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,894.7,1,2008,-1,No Data,-1,No data,5,4474,9000,MIXED CONIFERS,1,1580650,87,IDS LEGACY FEATURES,CONUS,9232.085582,3623495.27,1.058000088,7.454000473,-5.338000298,-7.274483204,567.8910522,1.014000058,8.837000847
13474,13474,331154,20062014446,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,663.7,1,2006,-1,No Data,-1,No data,5,3318,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1254637,87,IDS LEGACY FEATURES,CONUS,7722.906754,2687869.029,2.083000183,8.065000534,-3.89800024,-7.72149992,801.3110352,1.392000079,9.048000336
13475,13475,331156,20052018794,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2005,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,1107241,87,IDS LEGACY FEATURES,CONUS,314.7241879,7869.874753,6.452000141,13.46800041,-0.562000036,-5.124666691,385.5230103,2.086000204,13.99900055
13476,13476,331188,20082027253,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1569.8,1,2008,-1,No Data,-1,No data,1,1570,9000,MIXED CONIFERS,1,1581218,87,IDS LEGACY FEATURES,CONUS,15594.33913,6357619.949,3.426000118,9.472000122,-2.618000031,-7.002058029,624.5020142,1.721000075,10.45600033
13477,13477,331191,20082026806,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,10.1,1,2008,-1,No Data,-1,No data,4.94,50,9000,MIXED CONIFERS,1,1580718,87,IDS LEGACY FEATURES,CONUS,775.6568122,41054.20684,0.89200002,7.791000366,-6.006000519,-7.333566666,848.0100098,0.835000038,9.212000847
13478,13478,331213,20082026635,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1185,1,2008,-1,No Data,-1,No data,10,11850,9000,MIXED CONIFERS,1,1580538,87,IDS LEGACY FEATURES,CONUS,11904.2467,4798489.297,2.332000017,9.645000458,-4.981000423,-6.517433167,509.4790344,0.94600004,10.67800045
13479,13479,331215,20082026961,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,692.8,1,2008,-1,No Data,-1,No data,5,3464,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1580888,87,IDS LEGACY FEATURES,CONUS,9705.758635,2805604.524,1.008000016,7.235000134,-5.217000484,-7.560333252,605.3410034,1.106999993,8.881999969
13480,13480,331216,20082027774,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.9,1,2008,-1,No Data,-1,No data,5.55,5,9000,MIXED CONIFERS,1,1581824,87,IDS LEGACY FEATURES,CONUS,219.7278547,3831.841983,3.781000137,10.23500061,-2.67200017,-6.707649708,492.4190369,1.653000116,11.32600021
13481,13481,331232,20082027881,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.9,1,2008,-1,No Data,-1,No data,1.11,1,9000,MIXED CONIFERS,1,1581935,87,IDS LEGACY FEATURES,CONUS,219.7272728,3831.819139,4.252000332,10.78100014,-2.276000023,-6.267199516,445.1480103,1.692000031,11.77800083
13482,13482,331239,19992006880,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-30,SINGLE,,,,POLYGON,30.2,1,1999,-1,No Data,-1,No data,0.99,30,9000,MIXED CONIFERS,1,173385,87,IDS LEGACY FEATURES,CONUS,1239.014648,121930.2896,5.582000256,12.06100082,-0.896000028,-5.847516537,639.144043,1.894000053,11.69500065
13483,13483,331250,19992007936,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-2,SINGLE,,,,POLYGON,1.9,1,1999,-1,No Data,-1,No data,1.05,2,9000,MIXED CONIFERS,1,174447,87,IDS LEGACY FEATURES,CONUS,315.1386143,7871.254021,5.333000183,12.32100105,-1.655000091,-5.518166542,676.8870239,1.559000015,11.65500069
13484,13484,331293,20072040456,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,2,1,2007,-1,No Data,-1,No data,1,2,9000,MIXED CONIFERS,1,1415871,87,IDS LEGACY FEATURES,CONUS,374.7155466,8181.739056,3.833000183,11.10000038,-3.434000254,-5.020524979,520.5430298,1.007000089,11.49200058
13485,13485,331294,20032000336,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2003,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,745650,87,IDS LEGACY FEATURES,CONUS,314.3311015,7847.664511,6.756000519,13.3550005,0.158000007,-5.466691494,520.4020386,2.484000206,14.02300072
